input_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
"Use multiple groupby and agg operations `sum`, `count`, `std` for pandas data frame `df`",count the number of rows in a pandas dataframe `df` where the sum of column'sum,Group by sum of sum of values,0.26666666666666666,0.09523809523809523,1
Check if a given key 'key1' exists in dictionary `dict`,check if key 'key1' in dictionary `dict` is present,if key1 is not in dict then assume it is a phrase,0.7368421052631577,0.45454545454545453,1
remove all non-alphanumeric characters except space from a string `text` and lower it,replace everything that is not a letter in string `text` with a single space,Remove all spaces and spaces from a string,0.2857142857142857,0.5454545454545454,1
recursively go through all subdirectories and files in `rootdir`,get a list of files in a directory `subfolders`,Walks the filesystem and returns all files found.,0.2222222222222222,0.35294117647058826,1
randomly select an item from list `foo`,generate a random 12-digit number,random choice from foo,0.0,0.36363636363636365,1
"print ""Please enter something: "" to console, and read user input to `var`",assign value to user input `var` of user input,Input a string,0.380952380952381,0.13333333333333333,1
sum the product of elements of two lists named `a` and `b`,get the sum of the squares of each element in list `list`,Sums the elements of a list.,0.3333333333333333,0.4444444444444444,1
load a tsv file `c:/~/trainSetRel3.txt` into a pandas data frame,read csv file 'c:/~/trainSetRelatives/data.csv' into a,Read training set relatives from CSV file.,0.4761904761904762,0.10526315789473685,1
convert list of string numbers into list of integers,get a list of all unique values in a user input from user input,Map a number to a string.,0.17391304347826086,0.13333333333333333,1
convert elements of each tuple in list `l` into a string  separated by character `@`,convert a list of tuples `t` to a string using string formatting,Get the date from the epoch,0.3846153846153846,0.0,1
remove newline in string `s` on the right side,trim whitespace (including tabs) in `s` on the right side,rstrips the string,0.631578947368421,0.3333333333333333,1
sort a dictionary `d` by length of its values and print as string,sort list of dictionaries `d` by value in ascending order,prints the list of keys in sorted order,0.34782608695652173,0.09523809523809525,1
"print a string `s` by splitting with comma `,`","print a string `s` with a delimiter `,`",Print a comma - separated list of strings.,0.6666666666666666,0.39999999999999997,1
call a function with argument list `args`,get the size of the function `args`,The default function to be called when the command is executed.,0.2857142857142857,0.1111111111111111,1
convert a raw string `raw_string` into a normal string,convert a string `raw_string` with proper bom representations,Decode raw string.,0.5263157894736842,0.30769230769230765,1
Sorting a list of lists in Python,sort a list of rows `c2` by row in ascending order,sort c2 by row,0.4444444444444444,0.0,1
Strip punctuation from string `s`,replace `None` with `punctuation` in a string `s`,Translate punctuation to punctuation.,0.4615384615384615,0.22222222222222224,1
group rows of pandas dataframe `df` with same 'id',count the number of rows in dataframe `df` where the sum of column 'id',Group by id and aggregate by value.,0.43478260869565216,0.25,1
Get the indices in array `b` of each element appearing in array `a`,get value in array `a` that is not in the range of 1,Return the index of the first element in the array,0.5384615384615384,0.4347826086956522,1
convert list of strings `str_list` into list of integers,convert a list of strings `str_list` to integers,converts a list of strings to integers,0.7368421052631577,0.47058823529411764,1
write the data of dataframe `df` into text file `np.txt`,save numpy array `c` to file `c:\\data\\,np. savetxt,0.2105263157894737,0.15384615384615385,1
Get a list values of a dictionary item `pass_id` from post requests in django,get a list of POST parameters `pass_id`,Get pass id,0.608695652173913,0.33333333333333337,1
make a list of lists in which each list `g` are the elements from list `test` which have the same characters up to the first `_` character,get a list of all the lists in a group of tuples,Returns a list of lists of all groups.,0.3157894736842105,0.23529411764705882,1
Get all indexes of a list `a` where each value is greater than `2`,get a list of indices of non zero elements in list `a`,Returns an array of all the elements in a.,0.3846153846153846,0.2608695652173913,1
check if string `foo` is UTF-8 encoded,convert a UTF-8 string `foo` to utf-8,foo. decode,0.47058823529411764,0.2,1
Get all the sentences from a string `text` using regex,split string `text` by dot and comma,Split text into a list of strings,0.23529411764705882,0.23529411764705882,1
make a 60 seconds time delay,sleep the current time in a python,Sleep for 60 seconds,0.30769230769230765,0.4,1
Convert list of lists `data` into a flat list,remove all instances of `a` from a list `data`,Returns a list of all the data in the data object.,0.4444444444444444,0.39999999999999997,1
limit float 13.9499999 to two decimal points,print a 12-digit number `13.9499999`,A value of 13. 99499999 is a percentage of days since January 1 1970,0.26666666666666666,0.09090909090909091,1
get line count of file `filename`,count the occurrences of file `filename`,Count the number of bytes in a file.,0.6666666666666666,0.42857142857142855,1
extract unique dates from time series 'Date' in dataframe `df`,Convert a pandas dataframe `df` to a date object using pandas,Date. date,0.28571428571428564,0.16666666666666669,1
Retrieve parameter 'var_name' from a GET request.,request variable 'var_name',Get the var_name from the request,0.5,0.6666666666666666,1
open file `path` with mode 'r',open a file `path` with mode 'r',Opens the file at the given path.,0.923076923076923,0.30769230769230765,1
factorize all string values in dataframe `s` into floats,get the next possible combination of two variables `s` and `1`,Returns a new AST with the factorized AST.,0.09999999999999999,0.0,1
change current working directory to directory 'chapter3',Change the mode of file 'chapter3' to directory `file`,Change chapter3 to chapter 3,0.5,0.5,1
Create numpy array of `5` numbers starting from `1` with interval of `3`,"generate a list of duplicated elements in a numpy array `[1, 3, num]`",Print a simple linear interpolation of 1 to 3,0.38461538461538464,0.27272727272727276,1
convert csv file 'test.csv' into two-dimensional matrix,read csv file 'test.csv' into array,Load numpy data from test. csv,0.6250000000000001,0.26666666666666666,1
sort list `a` using the first dimension of the element as the key to list `b`,sort a list of strings `a` based on the index of the second element of each tuple,Sort the array by index,0.42424242424242425,0.19047619047619047,1
pass dictionary items `data` as keyword arguments in function `my_function`,call `my_function` with arguments `data`,This is a simple example of how to call a function.,0.4705882352941177,0.09090909090909091,1
sort list of nested dictionaries `yourdata` in reverse based on values associated with each dictionary's key 'subkey',sort a list of dictionary `yourdata` by value in ascending order,Sort the data by key.,0.41379310344827586,0.1739130434782609,1
convert the argument `date` with string formatting in logging,Log a date string `date` in django,Log the date.,0.375,0.3333333333333333,1
sort list `lst` based on each element's number of occurrences,sort a list of strings `lst` by the inverse of each element's element's value,sorts a list of strings,0.5185185185185185,0.25000000000000006,1
get a new string from the 3rd character to the end of the string `x`,get the second element of each tuple in list `x`,x. x. y,0.32,0.1111111111111111,1
change current working directory,change the mode of file 'C:\\Users\\username\\Desktop\\,Change the user s home directory to the user s home directory.,0.15384615384615383,0.25,1
customize the time format in python logging,print current date and time in a regular format,Returns a logging formatter for the current time.,0.375,0.39999999999999997,1
append list `a` to `c`,extend list `c` with items from list `a`,Extend the list of objects in c with the items in a.,0.4615384615384615,0.35294117647058826,1
"destruct elements of list `[1, 2, 3]` to variables `a`, `b` and `c`","create a list `a` containing 3 elements in a list `[1, 2]`",Returns a tuple of the three values a b c.,0.48000000000000004,0.34782608695652173,1
Get a list of integers `lst` from a file `filename.txt`,read file 'filename.txt' into a list,Read a list of numbers from a file.,0.5555555555555556,0.631578947368421,1
Normalize line ends in a string 'mixed',replace \r\n' with '\n' in `mixed`,Replace \ r \ n with \ n.,0.2857142857142857,0.0,1
reverse sort counter `x` by value,Sort dictionary `x` by value in ascending order,Returns a sorted list of the keys in x.,0.5714285714285715,0.13333333333333333,1
check if all elements in list `myList` are identical,check if all values in a list `myList` are same,Returns true if all elements in myList are equal to x.,0.7368421052631577,0.6,1
