input_sequence,output_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
"sorted(list(d.items()), key=lambda k_v: k_v[1])",sorting a defaultdict `d` by value,Sort dictionary `d` by value in ascending order,Returns a sorted list of all keys in d.,0.42857142857142855,0.26666666666666666,0
dict([x.split('=') for x in s.split()]),convert string `x'  to dictionary splitted by `=` using list comprehension,split a string `s` into a dictionary of strings,converts a string to a dictionary,0.2105263157894737,0.37499999999999994,0
"map(list, zip(*[(1, 2), (3, 4), (5, 6)]))",convert list of tuples to multiple lists in Python,"Convert a list of tuples `[1, 2]` into a list of tuples",Map function for list,0.380952380952381,0.15384615384615383,0
foo.append(4),append 4 to list `foo`,append 4 to `foo`,append 4 to foo. append,0.888888888888889,0.8000000000000002,0
ord('\xff'),convert hex '\xff' to integer,convert ascii string '\xff' to int,Returns the byte order of the first byte of the string.,0.5454545454545454,0.0,0
datetime.datetime.now().date(),How do I convert datetime to date (in Python)?,get current date and time,Returns the current date,0.14285714285714285,0.15384615384615383,0
' a \n b \r\n c '.split('\n'),Split a multi-line string ` a \n b \r\n c ` by new line character `\n`,split string 'a \n b \r\n c' into a list of strings,a b c,0.6206896551724138,0.3157894736842105,0
type(v),determine the type of variable `v`,check if `v` is an integer,Return the type of the value.,0.16666666666666666,0.5,0
float(a),parse string `a` to float,convert a list of floats `a` to floating point number,Convert a float to a float.,0.26666666666666666,0.5454545454545454,0
"f = open(os.path.join(__location__, 'bundled-resource.jpg'))",open a file 'bundled-resource.jpg' in the same directory as a python script,open file'my_file',Open the file in the current directory.,0.22222222222222224,0.4761904761904762,0
"for i in mylist[::2]:
    pass",loop through `mylist` with step 2,iterate over a list `mylist` in reverse order,find all the nodes in the list that are not covered by any node,0.14285714285714288,0.0,0
"time.strftime('%Y-%m-%d %H:%M:%S', time.gmtime(1236472051807 / 1000.0))",parse milliseconds epoch time '1236472051807' to format '%Y-%m-%d %H:%M:%S',print current date and time in a regular format,Returns the current time as a string.,0.18181818181818185,0.1,0
"sorted(list(dic.items()), key=lambda x: x[1]['Fisher'], reverse=True)",sort dictionary of dictionaries `dic` according to the key 'Fisher',Sort dictionary `dic` by value in ascending order,Returns a sorted list of the keys in the dictionary.,0.33333333333333326,0.3,0
"subprocess.Popen(['bash', '-c', '. foo.sh; go'])",Can a python script execute a function inside a bash script?,run a command `echo` using a command `c` and a,Open a bash shell command and return its output.,0.28571428571428564,0.19999999999999998,0
"root.attributes('-topmost', True)",make a window `root` jump to the front,add a child class `-topmost` to `root`,Set topmost nodes to true.,0.39999999999999997,0.15384615384615385,0
sum([pair[0] for pair in list_of_pairs]),How do I sum the first value in each tuple in a list of tuples in Python?,sum elements of list `list_of_list`,Sums the values of all the lists of pairs.,0.25,0.15384615384615383,0
self.root.destroy(),close the window in tkinter,call `root` s destroyed method,Destroy the root node.,0.0,0.22222222222222224,0
"pd.DataFrame(list(d.items()), columns=['Date', 'DateValue'])",converting dictionary `d` into a dataframe `pd` with keys as data for column 'Date' and the corresponding values as data for column 'DateValue',create a dataframe `d` with columns name and values,Convert a dictionary to a DataFrame,0.37500000000000006,0.20689655172413793,0
"pd.concat(g for _, g in df.groupby('ID') if len(g) > 1)",get a list of all the duplicate items in dataframe `df` using pandas,concatenate a pandas data frame `df` into a flattened data frame,Concatenate group data into a single DataFrame.,0.24999999999999994,0.2,0
"df.replace('-', 'NaN')","replace value '-' in any column of pandas dataframe to ""NaN""",replace NaN values in a pandas data frame `df` with '-' in,df - > NaN,0.380952380952381,0.16666666666666669,0
"sys.path.insert(0, '/path/to/application/app/folder')
import file",Importing file `file` from folder '/path/to/application/app/folder',insert directory 'apps' into directory '/path/to/dir',Set the current path to the path to the file.,0.22222222222222224,0.3,0
df['date'].apply(lambda x: x.toordinal()),Convert  DateTime column 'date' of pandas dataframe 'df' to ordinal,convert date string 'date' in dataframe `df` to integer,Date. toordinal,0.5263157894736842,0.16666666666666669,0
"matrix = [[a, b], [c, d], [e, f]]",Create multidimensional array `matrix` with 3 rows and 2 columns in python,"create a matrix from list `[a, b, c, d]`",The matrix of the rotation matrix.,0.1904761904761905,0.1111111111111111,0
"np.zeros((6, 9, 20)) + np.array([1, 2, 3, 4, 5, 6, 7, 8, 9]).reshape((1, 9, 1))","add array of shape `(6, 9, 20)` to array `[1, 2, 3, 4, 5, 6, 7, 8, 9]`",create 3d array of zeroes of size `6` with size `9` and `,A simple implementation of the NIST algorithm that returns a numpy array with zeros.,0.26666666666666666,0.125,0
"x.reset_index().merge(y, how='left', on='state', sort=False).sort('index')",do a `left` merge of dataframes `x` and `y` on the column `state` and sort by `index`,join two dataframes based on values in a nested dictionary `x` and `y`,Reset the index of the columns.,0.4000000000000001,0.2608695652173913,0
"f = open('example.txt')
s = mmap.mmap(f.fileno(), 0, access=mmap.ACCESS_READ)
if (s.find('blabla') != (-1)):
    pass",Search for string 'blabla' in txt file 'example.txt',read file 'example.txt' line by line into a list,Open the example. txt file and set the missing keys.,0.3157894736842105,0.3157894736842105,0
"sorted(list(data.items()), key=lambda x: x[1])",Get a list of pairs of key-value sorted by values in dictionary `data`,Sort dictionary `data` by value in ascending order,Returns a sorted list of the data.,0.45454545454545453,0.4761904761904762,0
"sorted(list(u.items()), key=lambda v: v[1])",Sort dictionary `u` in ascending order based on second elements of its values,Sort dictionary `u` by value in ascending order,Returns a sorted list of the keys in the map.,0.5714285714285714,0.17391304347826086,0
"bin = [0, 1]
[(x, y, z) for x in bin for y in bin for z in bin]",get all combination of 3 binary values,"create a list `bin` containing the two adjacent elements of list `[0, 1]",bin of the binary array,0.1,0.3333333333333333,0
df.loc[df['column_name'] == some_value],select all rows whose values in a column `column_name` equals a scalar `some_value` in pandas data frame object `df`,get the first value from dataframe `df` where column 'column_name' is equal to,Filter DataFrame by column name.,0.2857142857142857,0.15384615384615385,0
"re.findall('\\w+(?:-\\w+)+', text)",python regex for hyphenated words in `text`,match regex pattern '\\w+(?:\\.w)' with string `str`,Find all the words in the string,0.13333333333333333,0.2857142857142857,0
"driver.find_element_by_css_selector(""a[href^='javascript']"").click()","Selenium `driver` click a hyperlink with the pattern ""a[href^='javascript']""",python selenium click on button,Finds an element by css selector,0.25000000000000006,0.0,0
"result = ((a for (a, b) in original), (b for (a, b) in original))",unzip list `original` and return a generator,Create a list `result` by concatenating elements of list `original`,Sets result to true if all the original functions are true.,0.3529411764705882,0.1111111111111111,0
ax.xaxis.set_ticks_position('top'),How to plot with x-axis at the top of the figure?,set the ticks position to 'top' in plot `ax`,Set the x - axis ticks position to top.,0.380952380952381,0.5,0
"[map(int, sublist) for sublist in lst]",convert a list of strings `lst` to list of integers,delete items from a list `lst`,map function for list,0.37499999999999994,0.14285714285714288,0
plt.gca().invert_xaxis(),reverse all x-axis points in pyplot,"in matplotlib, in the x axis of a plot `plt`",Invert the x - axis of the figure.,0.3529411764705882,0.2857142857142857,0
yourdatetime.date() == datetime.today().date(),check if date `yourdatetime` is equal to today's date,check if `yourdatetime` is equal to `today`,Checks if the current date is the same as today.,0.8235294117647058,0.4000000000000001,0
df.to_dict('index'),convert dataframe `df` to list of dictionaries including the index values,convert dataframe `df` to a dictionary,Returns a dictionary of the index of the DataFrame.,0.4705882352941177,0.39999999999999997,0
"{k: bigdict.get(k, None) for k in ('l', 'm', 'n')}","Get items from a dictionary `bigdict` where the keys are present in `('l', 'm', 'n')`",get keys with None values from dictionary `bigdict`,Returns a dictionary with all keys and values.,0.43478260869565216,0.26086956521739135,0
"np.where(np.in1d(A, B))[0]",get index of elements in array `A` that occur in another array `B`,find the index of the largest `A` in array `B` where the value of column,Return the indices of the elements in A that are in B.,0.42857142857142855,0.5599999999999999,0
"[i for i, e in enumerate(a) if e != 0]",get a list of indices of non zero elements in a list `a`,get the indices of elements in list `a` where the first element is greater than `2,Returns an array of all the elements in the array.,0.4827586206896552,0.2608695652173913,0
os.stat(filepath).st_size,Get the characters count in a file `filepath`,get the size of file `filepath`,Returns the size of the file in bytes.,0.5714285714285715,0.375,0
"importlib.import_module('.c', 'a.b')",import a nested module `c.py` within `b` within `a` with importlib,import module 'a.c' from module 'a.c',Import a module,0.5,0.4,0
"{k: bigdict[k] for k in ('l', 'm', 'n')}","Extract subset of key value pair for keys 'l', 'm', 'n' from `bigdict` in python 3",get a dictionary from list of keys 'l' where the value is greater than `,Returns a dict with all the values in the dictionary.,0.3333333333333333,0.07692307692307693,0
changed_list = [(int(f) if f.isdigit() else f) for f in original_list],create list `changed_list ` containing elements of list `original_list` whilst converting strings containing digits to integers,convert list of strings `changed_list` to list of integers,Set the list of changed files.,0.5925925925925927,0.2608695652173913,0
str(n) == str(n)[::-1],check if string `str` is palindrome,check if `n` is a string,Returns true if n is equal to or greater than n.,0.6666666666666666,0.23529411764705885,0
instance.__class__.__name__,How to get the concrete class name as a string?,get the name of object `instance`,Returns the name of the instance.,0.37499999999999994,0.25,0
print(type(variable_name)),get the type of variable `variable_name`,check if variable `variable_name` exists,Print the type of the variable name.,0.4615384615384615,0.7142857142857143,0
"pickle.load(open('afile', 'rb'))",python pickle/unpickle a list to/from a file 'afile',pythonpythonpython script 'afile' from binary file 'rb',Load a pickle file.,0.3529411764705882,0.4285714285714285,0
files.sort(key=file_number),sort list `files` based on variable `file_number`,sort list `files` by file `file_number`,Sort files by file number.,0.6666666666666666,0.6153846153846154,0
first_name = request.args.get('firstname'),Flask get value of request variable 'firstname',Get first name from a GET parameter 'firstname',Returns the first name of the user.,0.26666666666666666,0.14285714285714285,0
print(os.environ.get('KEY_THAT_MIGHT_EXIST')),get value of the environment variable 'KEY_THAT_MIGHT_EXIST',get the value of key 'KEY_THAT_KEY_THAT_,Print the KEY_THAT_KEY environment variable.,0.631578947368421,0.588235294117647,0
