input_sequence,output_sequence,fold_predictions_ft,fold_predictions_zs,fold_predictions_ft_rouge,fold_predictions_zs_rouge,fold
os.system('script2.py 1'),"run python script 'script2.py' from another python script, passing in 1 as an argument",execute script'script2.py' in the terminal from a python script,Runs script2. py 1,0.5384615384615385,0.31578947368421056,0
"re.split('(\\W+)', 'Words, words, words.')","split string 'Words, words, words.' using a regex '(\\W+)'","Split a string 'Words, words, and write a regex statement to match 'Words, words",Split words into words,0.6086956521739131,0.46153846153846156,0
"plt.plot(x, y, label='$H_2O$')",subscript text 'H20' with '2' as subscripted in matplotlib labels for arrays 'x' and 'y'.,Plot using the color code `H_2` in matplotlib pyplot,Plot the two points,0.24,0.0,0
"""""""The big brown fox is brown"""""".count('brown')",count number of times string 'brown' occurred in string 'The big brown fox is brown',Get the count of a word `thebigbrown` in a string `thebig,Count how many brown foxs are brown,0.3846153846153846,0.27272727272727276,0
"df['BrandName'].replace(['ABC', 'AB'], 'A')",replacing 'ABC' and 'AB' values in column 'BrandName' of dataframe `df` with 'A',replace value of column 'BrandName' in dataframe `df` with 'AB',2016 - 08 - 15,0.6956521739130435,0.0,0
"re.findall('\\(.*?\\)|\\w', '(zyx)bc')",match multiple regex patterns with the alternation operator `|` in a string `(zyx)bc`,find all occurrences of regex pattern '\\(.*\\w+)\\b[^\\w,Find all words in a string,0.09090909090909093,0.3157894736842105,0
"""""""0x{0:08X}"""""".format(3652458)",convert 3652458 to string represent a 32bit hex number,"variable number of digits `digits` in variable `value` in format string ""0x",Returns a hex string of the current time.,0.1904761904761905,0.35294117647058826,0
df[df['ids'].str.contains('ball')],filter rows containing key word `ball` in column `ids`,get rows of dataframe `df` that match regex 'ball',All balls are considered balls.,0.2222222222222222,0.0,0
"if ('blah' not in somestring):
    pass","check if ""blah"" is in string `somestring`",Check if a given key 'blah' exists in dictionary ` somestring`,if blah is not in somestring then it is not a word,0.588235294117647,0.5263157894736842,0
('%.2f' % 3.14159),limit float 3.14159 to two decimal points,printing numbers rounding up to third decimal place,Another version of the %3. 14159% of the number of times the number of,0.25,0.18181818181818182,0
data.update(dict(a=1)),Add key 'a' to dictionary `data` with value 1,update the dictionary `data` with a key `a` and value from list,Update the data with a = 1.,0.5714285714285715,0.5333333333333333,0
hex(65),convert an int 65 to hex string,convert 173 to hex string,Returns a hex string of the current state of the machine.,0.6666666666666666,0.2222222222222222,0
datetime.datetime.fromtimestamp(myNumber).strftime('%Y-%m-%d %H:%M:%S'),Convert long int `myNumber` into date and time represented in the the string format '%Y-%m-%d %H:%M:%S',convert epoch time represented as milliseconds `myNumber` to string using format '%Y-%m-%,This is a hack to get the datetime string from a timestamp,0.4848484848484849,0.125,0
"df1.groupby(['key', 'year']).size().reset_index()",remove duplicate rows from dataframe `df1` and calculate their frequency,group dataframe `df1` by columns 'key' and 'year',Group by key and year,0.33333333333333326,0.13333333333333333,0
base64.urlsafe_b64decode(uenc.encode('ascii')),django urlsafe base64 decode string `uenc` with decryption,get a base-10 url `uenc.com`,URL - safe base64 decode.,0.13333333333333333,0.3333333333333333,0
"df.groupby('dummy').agg({'returns': [np.mean, np.sum]})",apply two different aggregating functions `mean` and `sum` to the same column `dummy` in pandas data frame `df`,group a pandas data frame by object `df` with column `groupby`,Group by dummy value and return the result as a DataFrame.,0.3448275862068966,0.20689655172413793,1
"'{:,}'.format(value)",print number `value` as thousands separators,"generate a string with the pattern '^:,|=)(?:-)?(?:",Format the value as a string.,0.0,0.3333333333333333,1
"(datetime.date(2000, 2, 1) - datetime.timedelta(days=1))",Get Last Day of the first month in year 2000,"convert datetime object `(2000, 2, 1)` to seconds",Returns the difference between 2 and 2009 datetime objects.,0.11111111111111112,0.10526315789473685,1
Entry.objects.filter()[:1].get(),get the first object from a queryset in django model `Entry`,get the first two records from model 'Entry' in Django,Get the most recent Entry,0.761904761904762,0.37499999999999994,1
('a' in d),Check if key 'a' in `d`,check if string `a` exists in the range of dictionaries `d`,d. a = > a,0.5882352941176471,0.4444444444444444,1
df.query('index < @start_remove or index > @end_remove'),drop rows of dataframe `df` whose index is smaller than the value of `start_remove` or bigger than the value of`end_remove`,query all rows from a dataframe `df` where the index of the group `start_remove,Query for the data that is not at the start of the remove range.,0.47368421052631576,0.3243243243243243,1
driver.find_element_by_xpath('xpath').click(),Clicking a link using selenium using python,click on the text button 'xpath' using selenium python,Clicks the element matching the xpath.,0.375,0.0,1
"df.pivot_table('Y', rows='X', cols='X2')",produce a pivot table as dataframe using column 'Y' in datafram `df` to form the axes of the resulting dataframe,How to get a column of a pandas dataframe?,Pivot table for Y,0.3448275862068966,0.24999999999999997,1
"dict(zip([1, 2, 3, 4], ['a', 'b', 'c', 'd']))","combine two lists `[1, 2, 3, 4]` and `['a', 'b', 'c', 'd']` into a dictionary","convert list `[1, 2, 3, 4]` to dictionary",Returns a dictionary of the numbers of the three elements.,0.43478260869565216,0.16,1
sum(d['success'] for d in s),get the sum of values associated with the key ‘success’ for a list of dictionaries `s`,count the number of keys in list `s`,Sum success of all the results,0.3333333333333333,0.36363636363636365,1
soup.body.findAll(text='Python Jobs'),BeautifulSoup find string 'Python Jobs' in HTML body `body`,"In `soup`, get all the content of the sibling of the `td`  tag",Find all Python Jobs in the page.,0.09090909090909093,0.5,1
"pyplot.plot(x, y, color='#112233')",Plot using the color code `#112233` in matplotlib pyplot,set color marker styles `#110` on axis X,Plot the data.,0.11764705882352941,0.3333333333333333,1
"df.set_index(['Name', 'Destination'])",convert pandas group by object to multi-indexed dataframe with indices 'Name' and 'Destination',Set index equal to column 'Name' in dataframe `df`,Index of destination name.,0.2608695652173913,0.22222222222222224,1
connection.send('HTTP/1.0 200 established\r\n\r\n'),send data 'HTTP/1.0 200 OK\r\n\r\n' to socket `connection`,sending http headers to `connection`,Send a 200 OK response.,0.3157894736842105,0.3157894736842105,1
"calendar.monthrange(2002, 1)",Get Last Day of the first month in 2002,iterate over an arbitrary month range from `2002`,Return a list of the month range 2002 - 1.,0.23529411764705882,0.4444444444444444,1
"df.round({'Alabama_exp': 2, 'Credit_exp': 3})","round off entries in dataframe `df` column `Alabama_exp` to two decimal places, and entries in column `Credit_exp` to three decimal places",round number 2.5 up to 2 decimal places,Round to alabama_exp,0.25,0.29629629629629634,1
"print(re.search('>.*<', line).group(0))",search for occurrences of regex pattern '>.*<' in xml string `line`,get a group of characters in string `line` matched by regex pattern '<li/label/,Print the group of the line,0.5,0.25,1
"for (k, v) in sorted(foo.items()):
    pass",iterate over a dictionary `foo` in sorted order,sort a dictionary of dictionaries `foo` by values in descending order,return a list of all keys in foo,0.5263157894736842,0.375,1
df['a'].str.contains('-'),check if character '-' exists in a dataframe `df` cell 'a',filter rows containing '-' in column `a` in pandas data frame `df`,df - > df - > df - > df,0.28571428571428564,0.14285714285714288,1
"ctypes.windll.user32.MessageBoxW(0, 'Error', 'Error', 0)",throw an error window in python in windows,convert scientific notation of a user to a 32bit hex number,Display a message box in the current user s browser.,0.0,0.11111111111111112,1
driver.get('http://www.google.com'),Load the url `http://www.google.com` in selenium webdriver `driver`,navigate to webpage given by url `http://www.python.org` using,Get the current page,0.2727272727272727,0.13333333333333333,1
"max(k for k, v in x.items() if v != 0)",get the largest key in a dictionary `x` with non-zero value,Find a max value of the key `count` in a dictionary `x`,Returns the maximum key in the map.,0.5833333333333334,0.3157894736842105,1
"dict((name, eval(name)) for name in ['some', 'list', 'of', 'vars'])","get a dict of variable names `['some', 'list', 'of', 'vars']` as a string and their values","convert list `['some_dict', 'four_colors']` into a dictionary",Returns a dictionary of the names of the variables in the list.,0.32,0.35714285714285715,1
lol.pop('hello'),"Delete an element ""hello"" from a dictionary `lol`",remove a key 'hello' from a list of dictionaries `lol`,Pop a hello from the lol queue,0.4444444444444445,0.5333333333333333,1
"subprocess.call(['shutdown', '/s'])",shutdown a computer using subprocess,call a function `s` with subprocess,Shuts down the server and then shuts down the daemon.,0.3636363636363636,0.0,1
"{k: v for k, v in list(hand.items()) if v}",remove false entries from a dictionary `hand`,hand.pygobject switch keys and values in a dictionary `hand.py`,hand. js s default.,0.33333333333333326,0.18181818181818182,1
"image = image.resize((x, y), Image.ANTIALIAS)","resized image `image` to width, height of `(x, y)` with filter of `ANTIALIAS`",resize a image `image` to `x` and `y`,Resizes the image to the given dimensions.,0.4761904761904762,0.2,1
"[i for i in teststr if re.search('\\d+[xX]', i)]",Get all matches with regex pattern `\\d+[xX]` in list of string `teststr`,get all the items from a string `teststr` whose regex match with pattern '\\b(,Returns all the characters in the test string that are not a regular expression.,0.5185185185185186,0.22222222222222224,1
df[['value']].fillna(df.groupby('group').transform('mean')),Replace NaN values in  column 'value' with the mean of data in column 'group' of dataframe `df`,replace all the values with'in.'in a pandas dataframe `df` column 'value,Return DataFrame with missing values.,0.6666666666666667,0.2727272727272727,1
"subprocess.check_output(['espeak', text], stderr=subprocess.STDOUT)","hide output of subprocess `['espeak', text]`",check if a python script `text` contains all the arguments in a subprocess,Run espeak with the given text.,0.21052631578947367,0.3333333333333333,1
rows = session.query(Congress).count(),SQLAlchemy count the number of rows in table `Congress`,query all rows in a column `Congress` in a SQLite query,Count the number of congress rows in the database.,0.3,0.7777777777777778,1
"sorted(list(d.items()), key=lambda name_num: (name_num[0].rsplit(None, 1)[0], name_num[1]))",Sort items in dictionary `d`  using the first part of the key after splitting the key,reverse sort dictionary `d` based on its values,Returns a sorted list of the keys in d.,0.25,0.32,1
df['A'][(df['B'] > 50) & (df['C'] == 900)],"select values from column 'A' for which corresponding values in column 'B' will be greater than 50, and in column 'C' - equal 900 in dataframe `df`",create a list containing the values of column 'B' in dataframe `df` where column ',The most likely values are not in the range 0 - 50.,0.4,0.16216216216216214,1
